,Federal Provider Number,Provider Name,Provider Address,Provider City,Provider State,Provider Zip Code,Provider Phone Number,Provider County Name,Number of Certified Beds,Average Number of Residents Per Day,Provider Type,Overall Rating,Health Inspection Rating,QM Rating,Staffing Rating,Reported Total Nurse Staffing Hours per Resident per Day,Reported Physical Therapist Staffing Hours per Resident Per Day,Total Weighted Health Survey Score,Number of Facility Reported Incidents,Number of Substantiated Complaints,Number of Fines,Total Number of Penalties,Avg Hospital Stay,Treatment cost (in thousands $),Hospital readmission rates(in %),Patient wait time (mins),Patient satisfaction rate(out of 10),Patient safety(out of 10),ER wait time,Primary Care Provider(PCP)
10740,55318,SKYLINE HEALTHCARE CENTER - SAN JOSE,2065 FOREST AVENUE,SAN JOSE,CA,95128,4082802500,Santa Clara,253,261.6,Medicare and Medicaid,1,1,4,3,3.51621,0.07639,142,9,12,0,0,4,15,43,93,8,5,4,GP
10741,255232,CORNERSTONE REHABILITATION AND HEALTHCARE CENTER,302 ALCORN DRIVE,CORINTH,MS,38834,6622862286,Alcorn,95,85.4,Medicare and Medicaid,2,2,3,2,3.77927,0.0318,31.333,6,0,0,0,6,27,32,35,3,5,3,FP
10742,165288,ATLANTIC SPECIALTY CARE,1300 EAST 19TH STREET,ATLANTIC,IA,50022,7122433952,Cass,90,66.6,Medicare and Medicaid,2,1,5,3,,0.01388,68.167,2,3,2,2,7,11,53,55,8,5,5,PD
10743,215215,AUTUMN LAKE HEALTHCARE AT ALICE MANOR,2095 ROCKROSE AVENUE,BALTIMORE,MD,21211,4108899700,Baltimore City,105,100.9,Medicare and Medicaid,3,4,4,1,,0.05651,47.333,0,0,0,0,4,45,41,25,1,,4,No
10744,215272,MONTGOMERY VILLAGE HEALTH CARE CENTER,19301 WATKINS MILL ROAD,GAITHERSBURG,MD,20879,3015272500,Montgomery,147,117.3,Medicare and Medicaid,3,2,5,3,3.79695,0.19133,78.667,1,8,1,1,3,27,53,25,7,5,5,FP
10745,45398,NORTH HILLS LIFE CARE AND REHAB,27 E APPLEBY ROAD,FAYETTEVILLE,AR,72703,4794449000,Washington,92,86,Medicare and Medicaid,5,4,5,2,3.71606,0.05734,30.667,0,0,0,0,4,47,48,73,8,5,5,GIM
10746,225374,MAYFLOWER PLACE NURSING & REHABILITATION CENTER,579 BUCK ISLAND ROAD,WEST YARMOUTH,MA,2673,5089577007,Barnstable,72,61.1,Medicare and Medicaid,4,4,3,4,4.35231,0.12436,,2,0,1,1,5,43,34,25,7,5,3,PD
10747,235388,BAY SHORES SENIOR CARE AND REHAB CENTER,3254 E MIDLAND RD,BAY CITY,MI,48706,9896863770,Bay,126,104.4,Medicare and Medicaid,5,3,5,4,4.74643,0.064,76.667,0,5,0,0,9,37,54,45,8,,5,FP
10748,245346,TRUMAN SENIOR LIVING,400 NORTH 4TH AVENUE EAST,TRUMAN,MN,56088,5077762031,Martin,40,33.3,Medicare and Medicaid,2,1,4,5,4.14843,0.01745,134.333,0,0,1,1,5,11,45,55,4,5,4,PD
10749,145726,TIMBER POINT HEALTHCARE CENTER,205 EAST SPRING STREET,CAMP POINT,IL,62320,2175937734,Adams,110,73,Medicare and Medicaid,2,2,4,3,2.5492,0,77.333,1,2,0,0,2,2,26,65,2,5,4,FP
10750,225523,GLEN RIDGE NURSING CARE CENTER,120 MURRAY STREET,MEDFORD,MA,2155,7813910800,Middlesex,164,143.1,Medicare and Medicaid,1,1,3,3,3.76156,0.03474,100.333,2,0,2,2,7,17,33,25,1,5,3,FP
10751,135038,LIFE CARE CENTER OF BOISE,808 NORTH CURTIS ROAD,BOISE,ID,83706,2083765273,Ada,153,64.1,Medicare and Medicaid,4,2,5,5,,0.07867,,0,10,1,2,2,28,55,85,3,5,5,No
10752,245581,FAIR OAKS NURSING & REHAB LLC,201 SHADY LANE DRIVE,WADENA,MN,56482,2186311391,Wadena,75,44.8,Medicare and Medicaid,2,1,4,4,4.30889,0.09451,88.667,2,1,1,1,2,13,44,55,8,5,4,No
10753,195390,HILLTOP NURSING & REHABILITATION CENTER,336 EDGEWOOD DRIVE,PINEVILLE,LA,71360,3184429552,Rapides,130,103.6,Medicare and Medicaid,3,3,2,2,3.63832,0.02376,23.333,0,0,0,0,3,36,22,75,9,5,2,FP
10754,185279,MILLS NURSING & REHABILITATION,500 BECK LANE,MAYFIELD,KY,42066,2702477890,Graves,98,93.1,Medicare and Medicaid,3,3,2,2,3.38549,0.04496,19.333,0,0,0,0,2,33,22,45,7,5,2,FP
10755,55954,WINDSOR GARDENS CONV CENTER OF SAN DIEGO,220 EAST 24TH STREET,NATIONAL CITY,CA,91950,6194746741,San Diego,98,90,Medicare and Medicaid,4,3,5,2,3.80422,0.11338,71.333,5,4,0,0,6,38,64,99,4,5,5,GER
10756,175232,PLEASANT VALLEY MANOR,"623 E ELM,  PO BOX 40",SEDAN,KS,67361,6207253153,Chautauqua,71,46.7,Medicare and Medicaid,4,2,5,5,4.01049,0.02012,74.5,0,4,0,0,6,20,55,65,3,5,5,PD
10757,45242,BRIGHTON RIDGE,235 HUNTSVILLE ROAD,EUREKA SPRINGS,AR,72632,4792537038,Carroll,100,38.4,Medicare and Medicaid,1,1,1,4,3.56312,0.01407,200.833,0,4,2,2,4,15,14,72,1,5,1,PD
10758,56367,COUNTRY VILLA SHERATON,9655 SEPULVEDA BOULEVARD,NORTH HILLS,CA,91343,8188928665,Los Angeles,138,126.1,Medicare and Medicaid,3,2,5,3,4.70843,0.12842,83.333,2,15,0,0,8,27,53,93,7,5,5,No
10759,55518,NEWPORT NURSING AND REHABILITATION CENTER,1555 SUPERIOR AVENUE,NEWPORT BEACH,CA,92663,9496467764,Orange,59,45.8,Medicare and Medicaid,5,5,5,4,6.00627,0.5466,26,0,2,0,0,9,50,54,95,8,5,5,FP
10760,175379,MENNONITE FRIENDSHIP COMMUNITIES INC,600 W BLANCHARD AVENUE,SOUTH HUTCHINSON,KS,67505,6206637175,Reno,110,102.3,Medicare and Medicaid,4,3,3,4,4.73799,0.02967,56,1,8,1,2,6,37,34,65,7,,3,PD
10761,245210,LAKE MINNETONKA SHORES,4527 SHORELINE DRIVE,SPRING PARK,MN,55384,9524714000,Hennepin,136,89.7,Medicare and Medicaid,5,3,5,5,4.12771,,36,0,0,0,0,9,31,55,55,2,5,5,PD
10762,165267,MAPLE HEIGHTS,2 SUNRISE AVENUE,MAPLETON,IA,51034,7128811680,Monona,72,42.9,Medicare and Medicaid,5,3,5,4,4.17996,0.06303,24,1,0,0,0,7,31,54,55,6,5,5,FP
10763,55544,ROYAL CREST HEALTH CARE,519 W. BADILLO ST.,COVINA,CA,91722,6269155621,Los Angeles,59,53.2,Medicare and Medicaid,3,3,4,3,4.50529,0,60.667,0,0,0,0,6,2,43,95,4,,4,PD
10764,75195,PARKWAY PAVILION HEALTH AND REHABILITATION CENTER,1157 ENFIELD STREET,ENFIELD,CT,6082,8607451641,Hartford,130,115.7,Medicare and Medicaid,2,1,5,3,3.27347,0.08922,61.333,7,3,2,2,8,12,53,61,5,5,5,FP
10765,185049,AUBURN HEALTH CARE,139 PEARL ST.,AUBURN,KY,42206,2705424111,Logan,66,54.8,Medicare and Medicaid,2,3,1,2,3.4116,0.00978,30.667,0,2,1,2,2,34,12,45,4,,1,FP
10766,17E637,SOLOMON VALLEY MANOR,315 S ASH STREET,STOCKTON,KS,67669,7854256754,Rooks,36,29.5,Medicaid,5,5,2,5,,0.00081,6,1,0,0,0,7,53,25,22,3,5,2,No
10767,155809,GREY STONE HEALTH & REHABILITATION CENTER,10445 DUPONT OAKS BLVD,FORT WAYNE,IN,46845,2604714770,Allen,100,84.6,Medicare and Medicaid,4,3,5,2,3.04971,0.03403,31.333,2,10,0,0,2,30,52,45,6,,5,No
10768,235551,GREENTREE OF HUBBELL REHAB AND HEALTH,52225 B AVENUE,HUBBELL,MI,49934,9062963301,Houghton,55,37.4,Medicare and Medicaid,2,1,3,5,4.35895,0.0221,250,16,28,2,4,9,13,35,45,5,5,3,FP
10769,225545,COURTYARD NURSING CARE CENTER,200 GOVERNORS AVENUE,MEDFORD,MA,2155,7813915400,Middlesex,224,217.7,Medicare and Medicaid,3,2,4,4,3.68082,0.04722,71.333,2,2,3,3,7,26,44,25,4,,4,FP
10770,225341,WILLIAMSTOWN COMMONS NURSING & REHAB,25 ADAMS ROAD,WILLIAMSTOWN,MA,1267,4134582111,Berkshire,180,138.5,Medicare and Medicaid,4,3,5,2,3.69536,0.08055,44.667,1,0,1,1,4,36,52,15,4,,5,GP
10771,115376,SOUTHLAND HEALTHCARE AND REHAB CENTER,606 SIMMONS ST,DUBLIN,GA,31040,4782721666,Laurens,126,83.5,Medicare and Medicaid,1,1,4,1,2.86343,0.07042,76.667,0,14,0,0,4,18,41,35,7,5,4,FP
10772,255112,PLEASANT HILLS COM LIV CENTER,1600 RAYMOND RD,JACKSON,MS,39204,6013711700,Hinds,120,89.7,Medicare and Medicaid,1,1,1,2,3.3768,0,68.667,0,2,2,2,6,13,12,35,1,5,1,PD
10773,15429,KENSINGTON HEALTH AND REHABILITATION,550 CONGRESS STREET,MOBILE,AL,36603,2514335471,Mobile,120,106.3,Medicare and Medicaid,1,1,1,2,3.58014,0.04549,40.667,0,2,0,0,2,15,12,34,9,,1,No
10774,146094,BROOKDALE BURR RIDGE,6801 HIGHGROVE BOULEVARD,BURR RIDGE,IL,60521,6309202900,Du Page,29,19.9,Medicare,5,4,3,5,6.06618,0.25764,32,0,6,1,1,6,40,35,66,9,5,3,PD
10775,15321,"SOUTH HAVEN HEALTH AND REHABILITATION, LLC",3141 OLD COLUMBIANA ROAD,BIRMINGHAM,AL,35226,2058221580,Jefferson,101,97.8,Medicare and Medicaid,3,2,5,3,3.57162,0.04069,27.333,0,0,0,0,2,25,53,33,1,,5,PD
10776,235655,REGENCY AT WESTLAND,2209 N NEWBURGH,WESTLAND,MI,48185,7345221444,Wayne,122,91.7,Medicare and Medicaid,5,5,4,4,3.60722,0,28.667,1,4,0,0,7,8,44,45,5,5,4,PD
10777,155321,MILLER'S MERRY MANOR,5544 E STATE BLVD,FORT WAYNE,IN,46815,2607499506,Allen,77,56.5,Medicare and Medicaid,5,4,5,4,3.704,0.01513,17.333,2,1,0,0,2,47,54,45,3,,5,FP
10778,225718,HANCOCK PARK REHABILITATION AND NURSING CENTER,164 PARKINGWAY,QUINCY,MA,2169,6177734222,Norfolk,142,129.6,Medicare and Medicaid,3,2,4,4,3.98538,0.07019,46,0,0,1,1,6,29,44,25,1,5,4,PD
10779,245416,RIDGEVIEW LESUEUR LONG TERM CARE AND REHAB CENTER,621 SOUTH 4TH  STREET,LE SUEUR,MN,56058,5076653375,Le Sueur,55,32,Medicare and Medicaid,5,4,5,5,,0.0216,14,0,0,0,0,5,43,56,55,5,5,5,FP
10780,56117,THE ROWLAND,330 W. ROWLAND STREET,COVINA,CA,91723,6269672741,Los Angeles,126,107.8,Medicare and Medicaid,1,1,4,2,3.79586,0,129.333,5,8,0,0,6,2,42,91,7,,4,PD
10781,195484,LANDMARK NURSING CENTER HAMMOND,42250 NORTH OAKS DR,HAMMOND,LA,70403,9855428570,Tangipahoa,150,141.3,Medicare and Medicaid,1,1,3,2,3.72003,0.04972,63,1,0,2,2,9,17,32,75,8,,3,No
10782,225379,LUTHERAN REHABILITATION & SKILLED CARE CENTER,26 HARVARD STREET,WORCESTER,MA,1609,5087548877,Worcester,107,101.1,Medicare and Medicaid,1,1,4,3,3.40188,0.08631,110,0,3,0,0,5,14,43,15,7,,4,No
10783,155668,DIVERSICARE OF PROVIDENCE,4915 CHARLESTOWN RD,NEW ALBANY,IN,47150,8129455221,Floyd,158,133.3,Medicare and Medicaid,3,2,5,2,3.47971,0.11116,56,0,28,0,0,8,24,52,45,6,5,5,FP
10784,175044,BREWSTER HEALTH CENTER,1001 SW 29TH ST,TOPEKA,KS,66611,7852671666,Shawnee,97,91.2,Medicare and Medicaid,4,4,4,4,5.37195,0.02405,40,0,0,0,0,7,43,44,65,4,5,4,FP
10785,265165,CHARLESTON MANOR,1220 EAST MARSHALL,CHARLESTON,MO,63834,5736833721,Mississippi,120,41.6,Medicare and Medicaid,4,4,2,3,3.27709,0.0137,31.333,0,3,0,0,5,42,23,65,6,,2,GP
10786,195520,PRINCETON PLACE-RUSTON,1405 WHITE STREET,RUSTON,LA,71270,3182554400,Lincoln,123,73.8,Medicare and Medicaid,2,3,1,3,,0.04109,,0,1,0,0,3,31,13,75,1,5,1,FP
10787,155568,WILLIAMSPORT NURSING AND REHABILITATION,200 SHORT ST,WILLIAMSPORT,IN,47993,7657626111,Warren,80,60.8,Medicare and Medicaid,2,2,4,2,3.4447,0.08185,57.333,4,3,0,0,7,24,42,45,6,5,4,PD
10788,115354,LAGRANGE HEALTH AND REHAB,2111 WEST POINT ROAD,LAGRANGE,GA,30240,7068129293,Troup,138,94.1,Medicare and Medicaid,1,1,2,2,3.54138,0.04798,126.333,0,4,1,1,7,15,22,35,5,5,2,No
10789,105237,WEST BROWARD REHABILITATION AND HEALTHCARE,7751 W BROWARD BLVD,PLANTATION,FL,33324,9544738040,Broward,120,108.9,Medicare and Medicaid,2,1,3,4,4.29308,0.10998,111,0,1,1,1,9,12,34,35,3,5,3,PD
10790,165171,WILLOW GARDENS CARE CENTER,455 31ST STREET,MARION,IA,52302,3193777363,Linn,91,64.9,Medicare and Medicaid,3,3,4,3,3.49586,0.03963,19.333,1,3,0,0,3,34,43,55,7,,4,PD
10791,235274,WELLSPRING LUTHERAN  NURSING AND REHAB SERVICES,1236 S MONROE ST,MONROE,MI,48161,7342419533,Monroe,122,96.6,Medicare and Medicaid,5,5,4,3,4.42264,0.03243,31.333,0,0,0,0,7,54,43,45,7,5,4,No
10792,205070,PINE POINT CENTER,67 PINE POINT RD,SCARBOROUGH,ME,4074,2078832468,Cumberland,61,54.2,Medicare and Medicaid,5,3,5,5,4.10363,0.07351,20.667,3,0,0,0,2,31,55,45,7,5,5,FP
10793,75182,GRANDVIEW REHABILITATION AND HEALTHCARE CENTER,55 GRAND STREET,NEW BRITAIN,CT,6052,8602233617,Hartford,180,147.1,Medicare and Medicaid,4,4,4,3,3.3616,0.03883,22.667,0,0,0,0,8,43,43,61,1,5,4,FP
10794,55387,EDGEWATER SKILLED NURSING CENTER,2625 EAST FOURTH STREET,LONG BEACH,CA,90814,5624340974,Los Angeles,81,73.7,Medicare and Medicaid,3,2,5,2,4.04909,0.22206,96,2,0,0,0,5,20,52,93,7,5,5,GP
10795,265698,"NICK'S HEALTH CARE CENTER, LLC",253 EAST HIGHWAY 116,PLATTSBURG,MO,64477,8165392376,Clinton,70,72.3,Medicare and Medicaid,2,1,5,1,1.86322,0,115,1,6,0,1,8,7,51,65,9,5,5,FP
10796,235582,EVERGREEN HEALTH AND REHABILITATION CENTER,19933 WEST THIRTEEN MILE ROAD,SOUTHFIELD,MI,48076,2482039000,Oakland,151,131.5,Medicare and Medicaid,4,3,5,3,4.6972,0.17682,68,2,12,0,0,2,36,53,45,8,5,5,PD
10797,195527,CARE CENTER OF DEQUINCY (THE),602 NORTH DIVISION,DEQUINCY,LA,70633,3377862466,Calcasieu,80,59.3,Medicare and Medicaid,3,4,1,2,3.39421,0.01832,11.333,0,0,0,0,3,43,12,75,8,5,1,No
10798,185160,LEXINGTON COUNTRY PLACE,700 MASON HEADLEY ROAD,LEXINGTON,KY,40504,8592761083,Fayette,111,85.4,Medicare and Medicaid,3,3,4,3,3.82888,0.10586,22,0,0,0,0,8,38,43,45,6,5,4,FP
10799,85040,LOFLAND PARK CENTER,715 E. KING STREET,SEAFORD,DE,19973,3026283000,Sussex,110,104,Medicare and Medicaid,5,4,4,5,3.89488,0.0378,54.667,6,5,1,1,3,48,30,10,4,5,4,No
10800,105039,"REHABILITATION CENTER OF THE PALM BEACHES,THE",301 NORTHPOINTE PARKWAY,WEST PALM BEACH,FL,33407,5617121717,Palm Beach,109,93.6,Medicare and Medicaid,5,3,5,4,4.04743,0.09386,27.333,0,1,0,0,5,30,54,35,3,,5,PD
10801,105866,PLAZA WEST,912 AMERICAN EAGLE BLVD,SUN CITY CENTER,FL,33573,8136333066,Hillsborough,113,100.5,Medicare and Medicaid,4,4,3,4,4.96128,0.26783,18.667,0,1,0,0,8,49,34,35,6,,3,FP
10802,15114,SHADESCREST HEALTH CARE CENTER,331 WEST 25TH STREET,JASPER,AL,35502,2053849086,Walker,107,94.9,Medicare and Medicaid,5,5,3,3,3.52188,0.00762,6,0,0,0,0,2,55,33,31,4,5,3,PD
10803,45363,COVINGTON COURT HEALTH AND REHABILITATION CENTER,4500 OLD GREENWOOD RD,FORT SMITH,AR,72903,4796465700,Sebastian,140,125.6,Medicare and Medicaid,2,2,2,2,4.24285,0.11991,126.333,0,10,1,2,4,22,22,73,3,5,2,FP
10804,245621,FOLKESTONE,100 PROMENADE AVENUE,WAYZATA,MN,55391,9522492400,Hennepin,30,28.2,Medicare,5,4,4,5,4.62124,0.35841,,0,0,0,0,9,46,45,55,9,5,4,FP
10805,145868,AVANTARA LONG GROVE,1666 CHECKER ROAD,LONG GROVE,IL,60047,8474191111,Lake,195,173.1,Medicare and Medicaid,4,3,5,2,3.14499,0.07459,48,0,11,1,1,8,31,52,65,6,,5,No
10806,55222,SPRINGS ROAD HEALTHCARE,1527 SPRINGS ROAD,VALLEJO,CA,94591,7076432793,Solano,65,57.4,Medicare and Medicaid,5,3,5,4,3.81528,0.03278,70.333,5,1,0,0,7,38,54,92,2,,5,PD
10807,45404,LAKEWOOD THERAPY AND LIVING CENTER,260 LAKEPARK DRIVE,HOT SPRINGS,AR,71901,5012621920,Garland,80,59.5,Medicare and Medicaid,3,3,2,2,4.00338,0.0035,56,2,1,1,1,5,30,22,74,4,5,2,FP
10808,215137,BAYLEIGH CHASE INC,501 DUTCHMAN'S LANE,EASTON,MD,21601,4108228888,Talbot,99,75,Medicare and Medicaid,3,3,4,3,3.54988,0.10481,67.333,8,3,0,0,4,35,47,25,3,5,4,FP
10809,56039,WELLSPRINGS POST ACUTE CENTER,44445 NO.15TH ST. WEST,LANCASTER,CA,93534,6619487501,Los Angeles,299,220.6,Medicare and Medicaid,2,1,5,3,4.54946,0.04987,198.5,3,15,0,1,6,15,53,90,9,5,5,GP
10810,155138,GOLDEN LIVING CENTER-INDIANAPOLIS,2860 CHURCHMAN AVE,INDIANAPOLIS,IN,46203,3177873451,Marion,115,74,Medicare and Medicaid,1,1,1,2,2.85188,0.03366,114.833,2,18,4,4,3,18,38,45,3,,1,FP
10811,95019,DEANWOOD REHABILITATION AND WELLNESS CENTER,5000 BURROUGHS AVE. NE,WASHINGTON,DC,20019,2023997504,The District,296,267.3,Medicare and Medicaid,4,3,4,4,4.60369,0.06199,75.333,0,3,0,0,2,36,44,20,9,,4,PD
10812,145846,CARE CENTER AT CENTER GROVE,6277 CENTER GROVE ROAD,EDWARDSVILLE,IL,62025,6186590605,Madison,116,113.1,Medicare and Medicaid,1,1,4,2,3.81877,0.03405,102,0,17,0,0,6,18,42,65,4,5,4,No
10813,255141,PICAYUNE REHABILITATION AND HEALTHCARE CENTER,1620 READ ROAD,PICAYUNE,MS,39466,6017981811,Pearl River,120,109.4,Medicare and Medicaid,2,3,1,2,3.86258,0.05428,20.667,0,2,0,0,6,38,12,35,4,,1,FP
10814,215312,BEL AIR HEALTH AND REHABILITATION CENTER,410 EAST MCPHAIL ROAD,BEL AIR,MD,21014,4108791120,Harford,155,126.8,Medicare and Medicaid,1,1,4,3,3.7526,0.15913,120.667,0,9,1,1,4,17,43,25,1,5,4,No
10815,45434,KATHERINE'S PLACE AT WEDINGTON,4405 WEST PERSIMMON STREET,FAYETTEVILLE,AR,72704,4794446108,Washington,119,108,Medicare and Medicaid,3,2,5,3,3.30548,0.0392,97.333,0,7,1,1,4,23,44,74,4,5,5,PD
10816,255139,DIVERSICARE OF BATESVILLE,154 WOODLAND ROAD,BATESVILLE,MS,38606,6625635636,Panola,130,102.2,Medicare and Medicaid,4,4,4,2,2.72757,0.00659,13.333,0,1,0,0,6,47,42,35,3,5,4,FP
10817,55604,REDWOOD SPRINGS HEALTHCARE CENTER,1925 E. HOUSTON AVE,VISALIA,CA,93292,5597321020,Tulare,176,152.9,Medicare and Medicaid,1,1,3,2,3.76117,0.11687,183.333,29,26,0,0,5,17,32,96,4,,3,PD
10818,115580,AUTUMN BREEZE HEALTH AND REHAB,1480 SANDTOWN ROAD SW,MARIETTA,GA,30008,7704221755,Cobb,109,83.5,Medicare and Medicaid,2,2,4,2,3.48035,0.01078,30,0,5,0,0,7,24,42,35,8,5,4,FP
10819,235008,MAPLE LAWN MEDICAL CARE FACILI,50 SANDERSON LANE,COLDWATER,MI,49036,5172799587,Branch,114,110.1,Medicare and Medicaid,5,5,5,5,4.81155,0.05173,18,0,0,0,0,5,58,55,45,1,,5,FP
10820,225531,SUDBURY PINES EXTENDED CARE,642 BOSTON POST ROAD,SUDBURY,MA,1776,9784439000,Middlesex,92,81.7,Medicare and Medicaid,3,2,5,2,3.49668,0.02696,56,1,0,1,1,9,24,52,15,3,5,5,No
10821,146167,FOSTER HEALTH & REHAB CENTER,2840 WEST FOSTER AVENUE,CHICAGO,IL,60625,7735612040,Cook,46,39.2,Medicare and Medicaid,4,3,5,3,2.24159,0.08439,42,0,6,0,1,7,32,53,66,6,5,5,GER
10822,75057,SKYVIEW REHAB AND NURSING,35 MARC DRIVE,WALLINGFORD,CT,6492,2032650981,New Haven,97,77.3,Medicare and Medicaid,3,3,3,3,3.07287,0,,0,2,0,0,2,2,33,60,7,5,3,FP
10823,15134,BIRMINGHAM NURSING AND REHABILITATION CENTER EAST,733 MARY VANN LANE,BIRMINGHAM,AL,35215,2058541361,Jefferson,132,119.8,Medicare and Medicaid,3,2,5,2,2.66949,0.03651,26,0,2,0,0,2,26,52,31,4,,5,PD
10824,265512,LEE'S SUMMIT POINTE HEALTH & REHABILITATION,1501 SW 3RD STREET,LEES SUMMIT,MO,64081,8165256300,Jackson,60,46.5,Medicare and Medicaid,1,1,3,3,3.21481,0.03441,98.333,0,3,0,0,8,12,33,65,6,,3,GP
10825,255277,GREENE COUNTY HEALTH AND REHABILITATION,1017 JACKSON STREET,LEAKESVILLE,MS,39451,6013942371,Greene,60,57.5,Medicare and Medicaid,4,4,4,4,4.32113,0.01742,11.333,0,0,0,0,6,43,44,35,7,,4,FP
10826,125033,HARRY AND JEANETTE WEINBERG CARE CENTER,45-090 NAMOKU ST,KANEOHE,HI,96744,8082471670,Honolulu,44,39.3,Medicare and Medicaid,5,3,5,4,3.95892,0.09049,38,0,0,0,0,8,39,54,95,3,5,5,PD
10827,145759,ROSICLARE REHAB & HCC,"55 FERRELL ROAD, PO BOX 220",ROSICLARE,IL,62982,6182856613,Hardin,62,40.6,Medicare and Medicaid,4,4,4,3,3.60674,0.02139,20,0,0,0,0,6,46,43,65,5,5,4,PD
10828,75279,KIMBERLY HALL NORTH,1 EMERSON DR,WINDSOR,CT,6095,8606886443,Hartford,150,140.6,Medicare and Medicaid,5,3,5,4,3.17529,0.01473,28,1,0,0,0,8,31,54,62,9,5,5,FP
10829,225778,WHITTIER WESTBOROUGH TRANSITIONAL CARE UNIT,150 FLANDERS ROAD,WESTBOROUGH,MA,1581,5088712000,Worcester,19,18.1,Medicare and Medicaid,5,4,4,5,,0.68453,14.667,0,0,0,0,5,42,45,15,7,5,4,No
10830,265739,HOLDEN MANOR CARE CENTER,2005 SOUTH LEXINGTON,HOLDEN,MO,64040,8167324138,Johnson,52,30.1,Medicare and Medicaid,3,3,4,3,3.33694,0.03472,40,0,0,0,0,8,33,43,65,3,5,4,PD
10831,205123,COURTLAND REHAB & LIVING CENTER,42 BUCKSPORT RD,ELLSWORTH,ME,4605,2076679036,Hancock,54,47,Medicare and Medicaid,2,1,2,5,5.06865,0.03432,42.667,2,0,0,0,2,10,23,45,3,5,2,FP
10832,55060,COUNTRY VILLA WESTWOOD,12121 SANTA MONICA BOULEVARD,LOS ANGELES,CA,90025,3108260821,Los Angeles,93,87.8,Medicare and Medicaid,1,1,3,2,3.62444,0.06834,137.333,5,22,1,1,3,16,32,90,6,5,3,PD
10833,155657,HARRISON HEALTHCARE CENTER,150 BEECHMONT DR,CORYDON,IN,47112,8127380550,Harrison,92,89.3,Medicare and Medicaid,2,2,4,2,3.05832,0.09248,62,5,10,0,0,8,20,42,45,5,5,4,FP
10834,23E362,SCHEURER HOSPITAL LTCU,170 N CASEVILLE RD,PIGEON,MI,48755,9894533223,Huron,19,18.4,Medicaid,5,5,5,5,4.82575,0.00154,28.667,0,0,0,0,9,58,55,22,6,5,5,PD
10835,235444,WESTWOOD NURSING CENTER,16588 SCHAEFER,DETROIT,MI,48235,3133455000,Wayne,108,78.3,Medicare and Medicaid,3,3,3,2,3.25226,0.05977,99.333,6,23,0,0,3,32,32,45,4,5,3,No
10836,235414,THE VILLA AT WEST BRANCH,445 S VALLEY ST,WEST BRANCH,MI,48661,9893453600,Ogemaw,70,63.3,Medicare and Medicaid,4,3,5,3,3.42044,0.00734,,4,2,0,1,9,34,53,45,7,5,5,No
10837,165294,AVOCA SPECIALTY CARE,610 EAST YORK STREET,AVOCA,IA,51521,7123436398,Pottawattamie,46,35.7,Medicare and Medicaid,3,3,1,4,3.37022,,22,1,7,0,0,7,33,14,55,9,5,1,FP
10838,106047,LIFE CARE CENTER OF INVERRARY,4300 ROCK ISLAND ROAD,LAUDERHILL,FL,33319,9544856144,Broward,120,112.7,Medicare and Medicaid,4,4,2,4,4.17112,0.17651,15.333,0,1,0,0,9,41,24,36,4,,2,FP
10839,195248,"GARDEN PARK NURSING & REHAB CTR, LLC",9111 LINWOOD AVENUE,SHREVEPORT,LA,71106,3186880961,Caddo,160,149.3,Medicare and Medicaid,3,3,3,2,3.84043,0.01558,15.333,0,1,0,0,3,38,32,75,4,,3,GP
10840,225254,"QUEEN ANNE NURSING HOME, INC",50 RECREATION PARK DRIVE,HINGHAM,MA,2043,7817494982,Plymouth,106,100.3,Medicare and Medicaid,5,5,5,4,,0.07958,2,0,0,0,0,7,58,54,25,5,5,5,FP
10841,56079,"GLENDORA GRAND, INC",805 W. ARROW HWY.,GLENDORA,CA,91740,6263310781,Los Angeles,342,301.4,Medicare and Medicaid,1,1,4,3,3.89773,0.07302,150.667,0,10,0,0,6,18,43,90,9,,4,PD
10842,195599,LEGACY NURSING AND REHABILITATION OF PORT ALLEN,403 15TH STREET,PORT ALLEN,LA,70767,2253468815,W. Baton Rouge,125,113.5,Medicare and Medicaid,1,1,3,2,,0.00794,65.333,4,0,3,3,2,11,32,75,9,5,3,No
10843,146018,LITTLE VILLAGE NRSG & RHB CTR,2320 SOUTH LAWNDALE,CHICAGO,IL,60623,7735220400,Cook,106,95.5,Medicare and Medicaid,1,2,1,1,2.313,0.01615,67.333,1,20,0,0,7,23,11,66,8,5,1,FP
10844,205117,CARIBOU REHAB AND NURSING CENTER,10 BERNADETTE ST,CARIBOU,ME,4736,2074983102,Aroostook,68,60.8,Medicare and Medicaid,5,5,5,5,6.15773,0.08785,0.667,0,1,0,0,2,51,55,45,6,,5,GIM
10845,255097,CARE CENTER OF ABERDEEN,505 JACKSON ST,ABERDEEN,MS,39730,6623696431,Monroe,120,103,Medicare and Medicaid,5,5,2,3,3.89326,0.00763,4,0,0,0,0,6,58,67,35,9,5,2,PD
10846,175463,TANGLEWOOD NURSING & REHABILITATION,5015 SW 28TH STREET,TOPEKA,KS,66614,7852730886,Shawnee,54,46.4,Medicare and Medicaid,4,4,3,3,3.16478,0.09753,28.667,0,2,0,0,7,41,33,65,6,5,3,FP
